Id,cateId,picS,picB,name,describe,price,originPrice,author,brand,publishDate,sellerId,isPChome,isNC17,couponActid,BU
DHAFKD-A900GCLNA,DHAFKD,/items/DHAFKDA900GCLNA/000001_1685417961.jpg,/items/DHAFKDA900GCLNA/000001_1685417961.jpg,ASUS B9400CBA-0121A1235U (i5-1235U/16G/1T SSD/W11P/FHD/14),"12代B9全新上市 堅固，高效，商務首選ASUS ExpertBook B9 12代商務筆電通過多項美軍軍規/防潑水鍵盤/強悍續航力兼具強悍效能\r\n🌟🎮12代b9400強勢登場🎮🌟
🌟🔋內外兼具、無可比擬🔋🌟
 
🤟輕盈、堅固、好攜帶
🤟鎂鋰合金機身
🤟美國軍規等級耐用性
🤟極高效能，輕鬆完成任務

處理器：intel® core™ i5-1235u processor 1.3 ghz (12m cache  up to 4.4 ghz  10 cores)
記憶體：lpddr5 16g
硬碟：1tb m.2 nvme™ pcie® 4.0 performance ssd  +1 擴充槽
顯示卡：iris xe graphics
lcd尺寸：14吋 fhd ips霧面(省電型面板) 400nits
網路：wifi6e
重量：1.01 kg
電池：66whrs
作業系統：win11 pro 64 bits
保固：3年國際保固 1個月無亮點保固 台灣地區到府維修",46990,46990,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFPK-1900G5KMY,DHAFPK,/items/DHAFPK1900G5KMY/000001_1679389211.jpg,/items/DHAFPK1900G5KMY/000001_1679389211.jpg,ASUS VivoBook 16 X1603ZA-0131B12500H 午夜藍 (i5-12500H/8G/512G PCIe/FHD/16),"ASUS VivoBook 16 X1603ZA-0131B12500H 午夜藍 16吋筆電輕1.8kg★86%螢幕佔比\r\nlcd尺寸：16"" fhd ips螢幕 四邊窄邊框設計
處理器：intel® core™ i5-12500h processor 2.5 ghz (18m cache  up to 4.5 ghz  4p+8e cores)
記憶體：8gb ddr4 on board
顯卡：intel® iris xe graphics 
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
網路：wi-fi 6(gig+)(802.11ax)+bluetooth 5.0 (dual band) 2
重量：1.8 kg
特色：usb 3.2 gen 1 type-c、hdmi 1.4
作業系統：windows 11 home



備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）。建議猶豫期內先不做windows 11更新。",26900,26900,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFO9-A900FE95O,DHAFO9,/items/DHAFO9A900FE95O/000001_1665641554.jpg,/items/DHAFO9A900FE95O/000001_1665641554.jpg,ASUS VivoBook S14 S3402ZA-0222G12500H 中性灰(i5-12500H/8G+8G/512G PCIe/W11/OLED/14),"最新12代新機上市★Intel® Evo™認證ASUS VivoBook S14 S3402ZA-0222G12500H 中性灰輕1.5kg★OLED螢幕\r\n▃▅★asus vivobook s14 s3402za。必買原因★▅▃
★2.8k oled 16:10 panel
★12代evo機種 
★抗菌處理技術
★背光鍵盤 fingerprint pd充電

lcd尺寸：14"" 2.8k (2880 x 1800) oled 16:10 aspect ratio
處理器：intel® core™ i5-12500h processor 2.4 ghz
記憶體：8gb ddr4 on board + 8gb ddr4 so-dimm
顯卡：intel® iris xe graphics內顯
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
網路：wi-fi 6e(802.11ax) (dual band) 2*2 + bluetooth 5
重量：1.5 kg
特色：背光鍵盤 fingerprint pd充電
作業系統： 64 bits windows 11


-------------------------------",29999,29999,,,,,1,0,[],ec
DHAFKD-A900FF32A,DHAFKD,/items/DHAFKDA900FF32A/000001_1662203368.jpg,/items/DHAFKDA900FF32A/000001_1662203368.jpg,ASUS BM2402CYA-0161A5825U 黑(AMD R7-5825U/8G/512G PCIe/W11P/FHD/14),"AMD BM2400 全新上市，商務首選ASUS BM2402CYA  AMD商務筆電通過軍規/防潑水鍵盤/完整IO連接埠 \r\n🌟🎮amd bm2400強勢登場🎮🌟
 
🤟輕盈、堅固、好攜帶
🤟軍規等級耐用性
🤟極高效能，支援雙儲存設備
🤟搭載amd處理器

處理器：amd ryzen™ 7 5825u mobile processor
記憶體：ddr4 8g + 1dimm
硬碟：512g pcie g3x2 + 1 hdd slot(內附配件)
顯示卡：amd radeon™ graphics
lcd尺寸：14吋 fhd ips霧面
重量：1.6kg含電池
電池:48whrs
作業系統：windows 11 pro 64 bits
保固：3年國際保固+3年國內到府維修

備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）

本商品詳細規格",29900,29900,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFPQ-1900GDE77,DHAFPQ,/items/DHAFPQ1900GDE77/000001_1685430735.jpg,/items/DHAFPQ1900GDE77/000001_1685430735.jpg,ASUS Vivobook X1504ZA-0131B1255U (i7-1255U/8G+8G/512G PCIe/W11/FHD/15.6),"12代i7 支援NumPad ASUS X1504ZA 15.6吋效能筆電i7-1255U/8G+8G/512G PCIe/W11/FHD/15.6\r\nlcd尺寸：15.6-inch  fhd (1920 x 1080) 16:9 aspect ratio  led backlit  ips-level panel  60hz refresh rate  250nits  45% ntsc   color gamut  anti-glare display
處理器：intel®core™ i7-1255u processor 1.7 ghz (12m cache  up to 4.7 ghz  10 cores)
顯示卡：intel iris xᵉ graphics
記憶體：8gb ddr4 on board+8gb ddr4 so-dimm
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
無線網路：wi-fi 6e(802.11ax) (dual band) 1*1 + bluetooth® 5
光碟機：無
重量：1.7 kg
作業系統：windows 11 home",26900,26900,,,,,1,0,[],ec
DHAFKD-A900GCFXT,DHAFKD,/items/DHAFKDA900GCFXT/000001_1685420263.jpg,/items/DHAFKDA900GCFXT/000001_1685420263.jpg,ASUS B5402CBA-0511A1240P (i5-1240P/8G+8G/1T SSD/W11P/FHD/14),"12代i5 處理器ASUS B5402CBA 14吋商用筆電i5-1240P/8G+8G/1T SSD/W11P/FHD/14\r\n螢幕：14吋 fhd ips霧面 250nits
處理器：intel® core™ i5-1240p processor 1.7 ghz (12m cache  up to 4.4 ghz  12 cores)
記憶體：8g ddr5 on board +8g ddr5
硬碟：1tb pcie g4 performance可擴充  pcie m.2 ssd
顯示晶片：intel iris xᵉ graphics
網路：wifi6e
重量：1.25kg含電池
電池：63whrs
特色：背光鍵盤、指紋辨識、numberpad、pd充電
作業系統：windows11 pro
保固：3年國際保固+3年國內到府維修",38900,38900,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFKD-A900GCFY8,DHAFKD,/items/DHAFKDA900GCFY8/000001_1684899424.jpg,/items/DHAFKDA900GCFY8/000001_1684899424.jpg,ASUS B5402CBA-0511A1240P (i5-1240P/8G+8G/1T SSD/W11P/FHD/14),"12代i5 處理器ASUS B5402CBA 14吋商用筆電i5-1240P/8G+8G/1T SSD/W11P/FHD/14\r\n螢幕：14吋 fhd ips霧面 250nits
處理器：intel® core™ i5-1240p processor 1.7 ghz (12m cache  up to 4.4 ghz  12 cores)
記憶體：8g ddr5 on board +8g ddr5
硬碟：1tb pcie g4 performance可擴充  pcie m.2 ssd
顯示晶片：intel iris xᵉ graphics
網路：wifi6e
重量：1.25kg含電池
電池：63whrs
特色：背光鍵盤、指紋辨識、numberpad、pd充電
作業系統：windows11 pro
保固：3年國際保固+3年國內到府維修",38900,38900,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFKD-A900GAGFN,DHAFKD,/items/DHAFKDA900GAGFN/000001_1684742622.jpg,/items/DHAFKDA900GAGFN/000001_1684742622.jpg,ASUS B2402CVA-0081A1340P 黑 (i5-1340P/16G/512G PCIe/W11P/FHD/14),"13代B2400 全新上市，商務首選ASUS B2402CVA 13代商務筆電通過軍規/防潑水鍵盤/完整IO連接埠 \r\n🌟🎮13代b2400強勢登場🎮🌟
 
🤟輕盈、堅固、好攜帶
🤟軍規等級耐用性
🤟極高效能，支援雙儲存設備
🤟搭載13代處理器

處理器：intel® core™ i5-1340p processor 1.9 ghz (12m cache  up to 4.6 ghz  12 cores)
記憶體：16gb ddr4 so-dimm
硬碟：512gb m.2 nvme™ pcie® 4.0 ssd hdd housing for storage expansion
顯示卡：intel® uhd graphics
lcd尺寸：14.0-inch  led backlit  250nits  fhd (1920 x 1080) 16:9  anti-glare display
網路藍芽：wi-fi 6e(802.11ax) (dual band) 2*2 + bluetooth® 5.3 wireless card
其他：指紋辨識、背光鍵盤
尺寸：33.95 x 23.99 x 1.99 ~ 2.00 cm
電池：52whrs  3s1p  3-cell li-ion
重量：1.55 kg
作業系統：windows 11 pro 
保固：3年國際保固+3年國內到府維修",32990,32990,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFKD-A900GCG1O,DHAFKD,/items/DHAFKDA900GCG1O/000001_1684908090.jpg,/items/DHAFKDA900GCG1O/000001_1684908090.jpg,ASUS B7402FBA-0331A1260P (i7-1260P/32G/1T SSD/W11P/WUXGA_T/14),"12代i7 商用觸控ASUS B7402FBA 14吋觸控筆電i7-1260P/32G/1T SSD/W11P/WUXGA_T/14\r\n螢幕：14吋 ips wuxga (1920 x 1200) 16:10 500nits (電子防窺)
處理器：intel® core™ i7-1260p  processor 2.1 ghz (18m cache  up to 4.7 ghz  12 cores)
記憶體：32g ddr5 +1 dimm
顯示卡：intel iris xᵉ graphics
硬碟：1tb m.2 nvme™ pcie® 4.0 performance ssd  不可擴充m.2 pcie ssd
網路：wifi6e
重量：1.48kg
電池：63whrs
作業系統：windows 11 pro
保固：3年國際保固+3年國內到府維修",50900,50900,,,,,1,0,"['C033412', 'C033413', 'C035737', 'C035738']",ec
DHAFKD-A900GCFV9,DHAFKD,/items/DHAFKDA900GCFV9/000001_1685417567.jpg,/items/DHAFKDA900GCFV9/000001_1685417567.jpg,ASUS B7402FBA-0331A1260P (i7-1260P/32G/1T SSD/W11P/14),"12代i7 商用觸控ASUS B7402FBA 14吋觸控筆電i7-1260P/32G/1T SSD/W11P/WUXGA_T/14\r\n螢幕：14吋 ips wuxga (1920 x 1200) 16:10 500nits (電子防窺)
處理器：intel® core™ i7-1260p  processor 2.1 ghz (18m cache  up to 4.7 ghz  12 cores)
記憶體：32g ddr5 +1 dimm
顯示卡：intel iris xᵉ graphics
硬碟：1tb m.2 nvme™ pcie® 4.0 performance ssd  不可擴充m.2 pcie ssd
網路：wifi6e
重量：1.48kg
電池：63whrs
作業系統：windows 11 pro
保固：3年國際保固+3年國內到府維修",50900,50900,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFMK-A900BKODX,DHAFMK,/items/DHAFMKA900BKODX/000001_1626419246.jpg,/items/DHAFMKA900BKODX/000001_1626419246.jpg,ASUS C214MA-0101AN4100 灰 (N4100/4G/32G/Google Chrome/HD/11.6),"三年保★附觸控筆和滑鼠 ASUS C214MA  11.6吋ChromeBook翻轉觸控下載APP無所不能★兼具娛樂效果\r\n請注意，此筆電不是windows作業系統，下單前請特別注意

處理器：intel® celeron® n4100 1.1 ghz
記憶體：4gb lpddr4 on board
硬碟：32g emmc
lcd尺寸： 11.6"" led touch 1366x768
其他：usb 3.2 gen 1 type-a 、micro sd
作業系統：google chrome 
保固：3年本地到府維修",10490,10490,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFKD-A900G8PK0,DHAFKD,/items/DHAFKDA900G8PK0/000001_1682580965.jpg,/items/DHAFKDA900G8PK0/000001_1682580965.jpg,ASUS B9400CBA-0531A1255U 黑(i7-1255U/32G/1TB PCIe/W11P/14),"支援NumPad 通過軍規ASUS B9400CBA 14吋商用筆電i7-1255U/32G/1TB PCIe/W11P/14\r\n🌟🎮12代b9400強勢登場🎮🌟
🌟🔋內外兼具、無可比擬🔋🌟
 
🤟輕盈、堅固、好攜帶
🤟鎂鋰合金機身
🤟美國軍規等級耐用性
🤟極高效能，輕鬆完成任務

處理器：intel® core™ i7-1255u processor 1.7 ghz (12m cache  up to 4.7 ghz  10 cores)
記憶體：32gb lpddr5 on board
硬碟：1tb m.2 nvme™ pcie® 4.0 performance ssd
顯示卡:intel iris xᵉ graphics (available for intel® core™ i5 i7 i9 with dual channel memory)
lcd尺寸：14.0-inch  led backlit  400nits  fhd (1920 x 1080) 16:9 (1w)  anti-glare display
其他：numberpad、背光鍵盤、指紋辨識
重量：1.01 kg
作業系統：windows 11 pro
保固：3年國際保固 1個月無亮點保固 台灣地區到府維修

備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）

本商品詳細規格",51900,51900,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFKD-A900FT2BX,DHAFKD,/items/DHAFKDA900FT2BX/000001_1671075400.jpg,/items/DHAFKDA900FT2BX/000001_1671075400.jpg,ASUS B1508CEAE_T-0011A1135G7 黑 (i5-1135G7/8G/512G PCIe/W10P/FHD/15.6),"台灣製造11代B1500 全新上市，商務首選ASUS B1508CEAE 11代商務筆電通過軍規/防潑水鍵盤 \r\n🌟🎮11代b1500強勢登場🎮🌟
 
🤟輕盈、堅固、好攜帶
🤟軍規等級耐用性
🤟極高效能，支援雙儲存設備
🤟搭載11代處理器

處理器：intel® core™ i5-1135g7 processor 2.4 ghz (8m cache  up to 4.2 ghz  4 cores)
記憶體：8g ddr4 on board
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
hdd housing for storage expansion
顯示卡：intel iris xᵉ graphics (available for intel® core™ i5 i7 i9 with dual channel memory)
lcd尺寸：15.6-inch led backlit 250nits fhd (1920 x 1080) 16:9 anti-glare display
其他：fingerprint、背光鍵盤、pd充電
重量：1.73 kg
作業系統：windows 10 pro
保固：3年國際保固 1個月無亮點保固 3年國內到府維修

此賣場無支援thunderlbot 4 也無numberpad 文案僅供參考 實際規格請以詳規為準 請消費者購買前留意，謝謝
備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）

本商品詳細規格",21900,21900,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFPC-A900FQHE7,DHAFPC,/items/DHAFPCA900FQHE7/000001_1670312770.jpg,/items/DHAFPCA900FQHE7/000001_1670312770.jpg,ASUS VivoBook 16 X1605ZA-0031K1235U 搖滾黑(i5-1235U/8G/512G PCIe/W11/FHD/16),"ASUS VivoBook 16 X1605ZA-0031K1235U 搖滾黑 16吋筆電最新12代U系列處理器/可升級記憶體\r\n★16"" ""16:10 屏佔比達86%
★最新12代u系列處理器 可升級記憶體
★比x1502大1.4x的touchpad
★可以180度攤平 抗菌處理技術
★1w panel超省電

lcd尺寸：16"" fhd (1920 x 1200) ips 16:10 aspect ratio
處理器：intel®core™ i5-1235u processor 1.3 ghz
記憶體：8gb ddr4 on board (1 empty slot)
顯卡：最高支援intel® iris xe(單條記憶體使用下顯示intel® uhd)
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
網路：wi-fi 6(802.11ax) (dual band) 2*2 + bluetooth 5
重量：1.88kg
作業系統：windows 11 home 

""台灣販售之機型為非oled螢幕、無指紋辨識、且鍵盤顏色為黑色。本頁產品圖僅供參考，實際一經銷商販售為準。""",21900,21900,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFPP-1900GALGZ,DHAFPP,/items/DHAFPP1900GALGZ/000001_1683171992.jpg,/items/DHAFPP1900GALGZ/000001_1683171992.jpg,ASUS VivoBook X1404VA-0021B1335U (i5-1335U/8G/512G PCIe/W11/FHD/14),"13代i5 支援NumPadASUS X1404VA 14吋效能筆電i5-1335U/8G/512G PCIe/W11/FHD/14\r\nlcd尺寸：14.0-inch  fhd (1920 x 1080) 16:9 aspect ratio  led backlit  ips-level panel  60hz refresh rate  250nits
  45% ntsc color gamut  anti-glare display
處理器：intel® core™ i5-1335u processor 1.3 ghz (12mb cache  up to 4.6 ghz  10 cores  12 threads)
記憶體：8gb ddr4 on board
顯卡：intel® uhd graphics(*intel iris xᵉ graphics is only available in models with intel® core™ i5 i7 i9 processors and dual-channel memory.)
硬碟：512gb m.2 nvme™ pcie® 4.0 ssd
無線網路：wi-fi 6e(802.11ax) (dual band) 1*1 + bluetooth® 5
光碟機：無
重量：1.40 kg
其他：numberpad
作業系統：windows 11 home",21900,21900,,,,,1,0,[],ec
DHAFPP-1900GAL6S,DHAFPP,/items/DHAFPP1900GAL6S/000001_1683169661.jpg,/items/DHAFPP1900GAL6S/000001_1683169661.jpg,ASUS VivoBook X1404VA-0031S1335U (i5-1335U/8G/512G PCIe/W11/FHD/14),"13代i5 支援NumPadASUS X1404VA 14吋效能筆電i5-1335U/8G/512G PCIe/W11/FHD/14\r\nlcd尺寸：14.0-inch  fhd (1920 x 1080) 16:9 aspect ratio  led backlit  ips-level panel  60hz refresh rate  250nits
  45% ntsc color gamut  anti-glare display
處理器：intel® core™ i5-1335u processor 1.3 ghz (12mb cache  up to 4.6 ghz  10 cores  12 threads)
記憶體：8gb ddr4 on board
顯卡：intel® uhd graphics(*intel iris xᵉ graphics is only available in models with intel® core™ i5 i7 i9 processors and dual-channel memory.)
硬碟：512gb m.2 nvme™ pcie® 4.0 ssd
無線網路：wi-fi 6e(802.11ax) (dual band) 1*1 + bluetooth® 5
光碟機：無
重量：1.40 kg
其他：numberpad
作業系統：windows 11 home",21900,21900,,,,,1,0,[],ec
DHAFPQ-A900GD3XO,DHAFPQ,/items/DHAFPQA900GD3XO/000001_1685500837.jpg,/items/DHAFPQA900GD3XO/000001_1685500837.jpg,ASUS Vivobook 15 X1504VA-0031S1335U 酷玩銀(i5-1335U/8G/512G PCIe/W11/FHD/15.6),"13代i5處理器ASUS X1504VA 15.6吋效能筆電i5-1335U/8G/512G PCIe/W11/FHD/15.6\r\nlcd尺寸：15.6"" fhd (1920 x 1080) ips 16:9 aspect ratio
處理器：intel® core™ i5-1335u processor 1.3 ghz (12mb cache  up to 4.6 ghz  10 cores  12 threads)
顯示卡：最高支援intel® iris xe
(單條記憶體使用下顯示intel® uhd)
記憶體：8gb ddr4 on board (1 empty slot)
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
無線網路：wi-fi 6e(802.11ax) (dual band) 2*2 + bluetooth® 5.3 wireless card
光碟機：無
尺寸：35.97 x 23.25 x 1.79 ~ 1.79 cm
電池：42whrs  3s1p  3-cell li-ion
重量：1.7 kg
作業系統：windows 11 home",21900,21900,,,,,1,0,[],ec
DHAFPQ-A900GD3WX,DHAFPQ,/items/DHAFPQA900GD3WX/000001_1685416401.jpg,/items/DHAFPQA900GD3WX/000001_1685416401.jpg,ASUS Vivobook 15 X1504VA-0021B1335U 午夜藍(i5-1335U/8G/512G PCIe/W11/FHD/15.6),"13代i5處理器ASUS X1504VA 15.6吋效能筆電i5-1335U/8G/512G PCIe/W11/FHD/15.6\r\nlcd尺寸：15.6"" fhd (1920 x 1080) ips 16:9 aspect ratio
處理器：intel® core™ i5-1335u processor 1.3 ghz (12mb cache  up to 4.6 ghz  10 cores  12 threads)
顯示卡：最高支援intel® iris xe
(單條記憶體使用下顯示intel® uhd)
記憶體：8gb ddr4 on board (1 empty slot)
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
無線網路：wi-fi 6e(802.11ax) (dual band) 2*2 + bluetooth® 5.3 wireless card
光碟機：無
尺寸：35.97 x 23.25 x 1.79 ~ 1.79 cm
電池：42whrs  3s1p  3-cell li-ion
重量：1.7 kg
作業系統：windows 11 home",21900,21900,,,,,1,0,[],ec
DHAFP3-A900G6PC6,DHAFP3,/items/DHAFP3A900G6PC6/000001_1685069724.jpg,/items/DHAFP3A900G6PC6/000001_1685069724.jpg,ASUS VivoBook Pro 16 OLED K6602VU-0062B13900H (i9-13900H/8G+8G/RTX4050/512G/W11/3.2K/OLED/16),"intel 13代處理器 RTX40獨顯ASUS K6602VU 16吋效能筆電i9-13900H/8G+8G/RTX4050/512G/W11/3.2K/OLED\r\n★最高搭配最新rtx4050顯卡超強效
★最新intel 13代h45 core i9處理器
★16 吋 3.2k 120hz oled
★重量僅1.9kg 96whr大電量
★雙風扇+3通風口 搭配icecool plus散熱
★a件金屬 軍規認證 抗菌處理技術
★thunderbolt™ 4*1   pd充電
★可180度開合 delta-e",54900,54900,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFKD-A900GCG1F,DHAFKD,/items/DHAFKDA900GCG1F/000001_1684913606.jpg,/items/DHAFKDA900GCG1F/000001_1684913606.jpg,ASUS B7402FBA-0201A1260P (i7-1260P/32G/1T SSD/W11P/WUXGA_T/14),"12代i7商用觸控ASUS B7402FBA 14吋觸控筆電i5-1240P/16G/1TB PCIe/W11P/WUXGA_T\r\n螢幕：14吋 ips wuxga (1920 x 1200) 16:10 500nits (電子防窺)
處理器：intel® core™ i7-1260p  processor 2.1 ghz (18m cache  up to 4.7 ghz  12 cores)
記憶體：32g ddr5 +1 dimm
顯示卡：intel iris xᵉ graphics
硬碟：1tb m.2 nvme™ pcie® 4.0 performance ssd  不可擴充m.2 pcie ssd
網路：wifi6e
重量：1.48kg
電池：63whrs
作業系統：windows 11 pro
保固：3年國際保固+3年國內到府維修",54990,54990,,,,,1,0,"['C033412', 'C033413', 'C035737', 'C035738']",ec
DHAFI0-A900FGATO,DHAFI0,/items/DHAFI0A900FGATO/000001_1663668188.jpg,/items/DHAFI0A900FGATO/000001_1663668188.jpg,ASUS E410KA-0051WN4500(Celeron N4500/4G/128G/Win11 Home/FHD/14),"Intel 雙核心處理器 N4500★14吋輕薄文書筆電ASUS E410KA-0051WN4500 夢幻白\r\n全新獨特的外觀設計
intel 雙核心處理器 n4500
14""窄邊框 輕盈1.3kg
虛擬數字鍵  180度螢幕轉軸設計
首年完美保固

處理器：intel® celeron® n4500 processor 1.1 ghz
記憶體：4gb ddr4 on board
容量：128g emmc
lcd尺寸：14""fhd(1920 x 1080) 16:9 200nits 螢幕(led)
無線網路：wi-fi 5(802.11ac)+bluetooth 4.2 (dual band) 2*2
光碟機：無
其他：hdmi1.4、usb 3.2 gen 1 type-c、numberpad
重量：1.3kg
作業系統：windows 11 home in s mode
保固：二年全球保固 首年完美保固



此機型為""無讀卡機""版本
本商品詳細規格

備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）。建議猶豫期內先不做windows 11更新。",9999,9999,,,,,1,0,[],ec
DHAFKD-A900FWGT2,DHAFKD,/items/DHAFKDA900FWGT2/000001_1673849258.jpg,/items/DHAFKDA900FWGT2/000001_1673849258.jpg,ASUS B9400CBA-0171A1255U 黑(i7-1255U/32G/1TB PCIe/W11P/14),"12代B9全新上市 堅固，高效，商務首選ASUS ExpertBook B9 12代商務筆電通過多項美軍軍規/防潑水鍵盤/強悍續航力兼具強悍效能\r\n🌟🎮12代b9400強勢登場🎮🌟
🌟🔋內外兼具、無可比擬🔋🌟
 
🤟輕盈、堅固、好攜帶
🤟鎂鋰合金機身
🤟美國軍規等級耐用性
🤟極高效能，輕鬆完成任務

處理器：intel® core™ i7-1255u processor 1.7 ghz
記憶體：32gb lpddr5 on board
硬碟：1tb m.2 nvme™ pcie® 4.0 performance ssd
顯示卡:intel iris xᵉ graphics
lcd尺寸：14.0-inch fhd (1920 x 1080) 16:9 (1w) anti-glare display srgb: 100% 400nits
其他：numberpad、fingerprint、背光鍵盤、pd充電、多送一個type c迷你充電器
重量：1.01 kg
作業系統：windows 11 pro
保固：3年國際保固 1個月無亮點保固 台灣地區到府維修

備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）

本商品詳細規格",56880,56880,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFKD-A900FWGOT,DHAFKD,/items/DHAFKDA900FWGOT/000001_1673851592.jpg,/items/DHAFKDA900FWGOT/000001_1673851592.jpg,ASUS B9400CBA-1081A1255U 黑(i7-1255U/32G/1TB PCIe/W10P/14),"12代B9全新上市 堅固，高效，商務首選ASUS ExpertBook B9 12代商務筆電通過多項美軍軍規/防潑水鍵盤/強悍續航力兼具強悍效能\r\n🌟🎮12代b9400強勢登場🎮🌟
🌟🔋內外兼具、無可比擬🔋🌟
 
🤟輕盈、堅固、好攜帶
🤟鎂鋰合金機身
🤟美國軍規等級耐用性
🤟極高效能，輕鬆完成任務

處理器：intel® core™ i7-1255u processor 1.7 ghz (12m cache  up to 4.7 ghz  10 cores)
記憶體：32gb lpddr5 on board
硬碟：1tb m.2 nvme™ pcie® 4.0 performance ssd
顯示卡:intel iris xᵉ graphics
lcd尺寸：14.0-inch fhd (1920 x 1080) 16:9 (1w) anti-glare display srgb: 100% 400nits
其他：numberpad、fingerprint、背光鍵盤、pd充電、多送一個type c迷你充電器
重量：1.01 kg
作業系統：windows 10 pro
保固：3年國際保固 1個月無亮點保固 台灣地區到府維修

備註：關於消費者猶豫期，請留意，您所退回的商品必須回復原狀（須回復至商品到貨時的原始狀態，包含os須回復至出廠預先搭載的版本）

本商品詳細規格",56880,56880,,,,,1,0,"['C033412', 'C033413', 'C035737', 'C035738']",ec
DHAFPP-A900G9AV4,DHAFPP,/items/DHAFPPA900G9AV4/000001_1682318727.jpg,/items/DHAFPPA900G9AV4/000001_1682318727.jpg,ASUS Vivobook X1404ZA-0031S1235U (i5-1235U/8G/512G PCIe/W11/FHD/14),"12代i5 支援NumPadASUS X1404ZA 14吋效能筆電i5-1235U/8G/512G PCIe/W11/FHD/14\r\nlcd尺寸：14.0-inch  fhd (1920 x 1080) 16:9 aspect ratio  led backlit  ips-level panel  60hz refresh rate  250nits
處理器：intel®core™ i5-1235u processor 1.3 ghz (10m cache  up to 4.4 ghz  10 cores)
記憶體：8gb ddr4 on board
顯卡：intel iris xᵉ graphics is only available in models with intel® core™ i5 i7 i9 processors and dual-channel memory.
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
無線網路：wi-fi 6e(802.11ax) (dual band) 1*1 + bluetooth® 5
光碟機：無
重量：1.40 kg
其他：numberpad
作業系統：windows 11 home",20900,20900,,,,,1,0,"['C033413', 'C035737', 'C035738']",ec
DHAFPP-A900G9AUY,DHAFPP,/items/DHAFPPA900G9AUY/000001_1682318680.jpg,/items/DHAFPPA900G9AUY/000001_1682318680.jpg,ASUS Vivobook X1404ZA-0021B1235U (i5-1235U/8G/512G PCIe/W11/FHD/14),"12代i5 支援NumPadASUS X1404ZA 14吋效能筆電i5-1235U/8G/512G PCIe/W11/FHD/14\r\nlcd尺寸：14.0-inch  fhd (1920 x 1080) 16:9 aspect ratio  led backlit  ips-level panel  60hz refresh rate  250nits
處理器：intel®core™ i5-1235u processor 1.3 ghz (10m cache  up to 4.4 ghz  10 cores)
記憶體：8gb ddr4 on board
顯卡：intel uhd graphics(intel iris xᵉ graphics is only available in models with intel® core™ i5 i7 i9 processors and dual-channel memory.)
硬碟：512gb m.2 nvme™ pcie® 3.0 ssd
無線網路：wi-fi 6e(802.11ax) (dual band) 1*1 + bluetooth® 5
光碟機：無
重量：1.40 kg
其他：numberpad
作業系統：windows 11 home",20900,20900,,,,,1,0,"['C033412', 'C033413', 'C035737', 'C035738']",ec
